Time, Speed, RPM, Cool_temp, Intake_temp, Load, Ambiant_air, Baro_pressure 
1611052978, 0, 874, 15, 1, 34, 14, 99 
1611052978, 0, 880, 15, 1, 36, 14, 99 
1611052978, 0, 869, 15, 1, 34, 14, 99 
1611052978, 0, 884, 15, 1, 33, 14, 99 
1611052978, 0, 883, 15, 1, 34, 14, 99 
1611052979, 0, 881, 15, 1, 36, 14, 99 
1611052979, 0, 866, 15, 1, 37, 14, 99 
1611052979, 0, 877, 15, 1, 33, 14, 99 
1611052979, 0, 895, 15, 1, 32, 14, 99 
1611052979, 0, 869, 15, 1, 37, 14, 99 
1611052979, 0, 869, 15, 1, 36, 14, 99 
1611052980, 0, 874, 15, 1, 35, 14, 99 
1611052980, 0, 874, 15, 1, 34, 15, 99 
1611052980, 0, 882, 15, 1, 35, 15, 99 
1611052980, 0, 880, 15, 1, 36, 15, 99 
1611052980, 0, 876, 15, 1, 33, 15, 99 
1611052981, 0, 885, 15, 1, 34, 15, 99 
1611052981, 0, 876, 15, 1, 37, 15, 99 
1611052981, 0, 865, 15, 1, 34, 15, 99 
1611052981, 0, 875, 15, 1, 34, 15, 99 
1611052981, 0, 881, 15, 1, 34, 15, 99 
1611052981, 0, 873, 16, 1, 35, 15, 99 
1611052982, 0, 870, 16, 1, 36, 15, 99 
1611052982, 0, 870, 16, 1, 35, 15, 99 
1611052982, 0, 878, 16, 1, 32, 15, 99 
1611052982, 0, 887, 16, 1, 35, 15, 99 
1611052982, 0, 869, 16, 1, 35, 15, 99 
1611052983, 0, 882, 16, 1, 34, 15, 99 
1611052983, 0, 878, 16, 1, 34, 15, 99 
1611052983, 0, 878, 16, 1, 34, 15, 99 
1611052983, 0, 874, 16, 1, 33, 15, 99 
1611052983, 0, 878, 16, 1, 34, 15, 99 
1611052983, 0, 874, 16, 1, 33, 15, 99 
1611052983, 0, 873, 16, 1, 34, 15, 99 
1611052984, 0, 873, 16, 2, 36, 15, 99 
1611052984, 0, 867, 16, 1, 33, 15, 99 
1611052984, 0, 878, 16, 2, 34, 15, 99 
1611052984, 0, 873, 16, 2, 35, 15, 99 
1611052984, 0, 871, 16, 2, 36, 15, 99 
1611052985, 0, 871, 16, 2, 37, 15, 99 
1611052985, 0, 878, 16, 1, 34, 15, 99 
1611052985, 0, 876, 16, 1, 35, 15, 99 
1611052985, 0, 879, 16, 2, 32, 15, 99 
1611052985, 0, 877, 16, 2, 35, 15, 99 
1611052985, 0, 866, 16, 2, 35, 15, 99 
1611052986, 0, 879, 16, 2, 33, 15, 99 
1611052986, 0, 879, 16, 1, 33, 15, 99 
1611052986, 0, 878, 16, 2, 32, 15, 99 
1611052986, 0, 879, 16, 2, 35, 15, 99 
1611052986, 0, 866, 16, 2, 33, 15, 99 
1611052987, 0, 874, 16, 1, 33, 15, 99 
1611052987, 0, 871, 16, 2, 34, 15, 99 
1611052987, 0, 867, 16, 2, 35, 15, 99 
1611052987, 0, 875, 16, 2, 33, 15, 99 
1611052987, 0, 880, 16, 2, 33, 15, 99 
1611052988, 0, 875, 16, 2, 35, 15, 99 
1611052988, 0, 874, 16, 2, 34, 15, 99 
1611052988, 0, 870, 16, 2, 35, 15, 99 
1611052988, 0, 863, 16, 2, 35, 15, 99 
1611052988, 0, 881, 16, 2, 32, 15, 99 
1611052988, 0, 874, 16, 2, 34, 15, 99 
1611052989, 0, 874, 16, 2, 35, 15, 99 
1611052989, 0, 865, 16, 2, 34, 15, 99 
1611052989, 0, 873, 16, 2, 35, 15, 99 
1611052989, 0, 868, 16, 2, 34, 15, 99 
1611052989, 0, 874, 16, 2, 33, 15, 99 
1611052990, 0, 874, 16, 2, 36, 15, 99 
1611052990, 0, 861, 16, 2, 36, 15, 99 
1611052990, 0, 868, 16, 2, 34, 15, 99 
1611052990, 0, 877, 16, 2, 34, 15, 99 
1611052990, 0, 875, 16, 2, 34, 15, 99 
1611052991, 0, 859, 16, 2, 37, 15, 99 
1611052991, 0, 871, 16, 2, 34, 15, 99 
1611052991, 0, 871, 16, 2, 34, 15, 99 
1611052991, 0, 879, 16, 2, 33, 15, 99 
1611052991, 0, 870, 16, 2, 35, 15, 99 
1611052991, 0, 870, 16, 2, 34, 15, 99 
1611052992, 0, 874, 16, 2, 35, 15, 99 
1611052992, 0, 871, 16, 2, 36, 15, 99 
1611052992, 0, 863, 16, 2, 34, 15, 99 
1611052992, 0, 874, 16, 2, 32, 15, 99 
1611052992, 0, 883, 16, 2, 35, 15, 99 
1611052993, 0, 865, 16, 2, 34, 15, 99 
1611052993, 0, 871, 16, 2, 34, 15, 99 
1611052993, 0, 873, 16, 2, 36, 15, 99 
1611052993, 0, 864, 16, 2, 33, 15, 99 
1611052993, 0, 878, 16, 2, 34, 15, 99 
1611052994, 0, 872, 16, 2, 34, 15, 99 
1611052994, 0, 873, 16, 2, 34, 15, 99 
1611052994, 0, 873, 16, 2, 34, 15, 99 
1611052994, 0, 867, 16, 2, 34, 15, 99 
1611052994, 0, 867, 16, 2, 33, 15, 99 
1611052994, 0, 873, 16, 2, 34, 15, 99 
1611052995, 0, 869, 16, 2, 35, 15, 99 
1611052995, 0, 867, 16, 2, 36, 15, 99 
1611052995, 0, 867, 16, 2, 34, 15, 99 
1611052995, 0, 868, 16, 2, 36, 15, 99 
1611052995, 0, 861, 17, 2, 34, 15, 99 
1611052996, 0, 879, 17, 2, 34, 15, 99 
1611052996, 0, 867, 17, 2, 35, 15, 99 
1611052996, 0, 864, 17, 2, 36, 15, 99 
1611052996, 0, 865, 17, 2, 35, 15, 99 
1611052996, 0, 865, 17, 2, 36, 15, 99 
1611052996, 0, 871, 17, 2, 34, 15, 99 
1611052997, 0, 866, 17, 2, 36, 15, 99 
1611052997, 0, 864, 17, 2, 38, 15, 99 
1611052997, 0, 864, 17, 2, 33, 15, 99 
1611052997, 0, 875, 17, 2, 32, 15, 99 
1611052997, 0, 879, 17, 2, 34, 15, 99 
1611052998, 0, 868, 17, 2, 34, 15, 99 
1611052998, 0, 867, 17, 2, 32, 15, 99 
1611052998, 0, 872, 17, 2, 33, 15, 99 
1611052998, 0, 869, 17, 2, 35, 15, 99 
1611052998, 0, 860, 17, 2, 34, 15, 99 
1611052999, 0, 866, 17, 2, 36, 15, 99 
1611052999, 0, 872, 17, 2, 34, 15, 99 
1611052999, 0, 868, 17, 2, 34, 15, 99 
1611052999, 0, 863, 17, 2, 34, 15, 99 
1611052999, 0, 874, 17, 2, 33, 15, 99 
1611052999, 0, 862, 17, 2, 35, 15, 99 
1611053000, 0, 869, 17, 2, 35, 15, 99 
1611053000, 0, 869, 17, 2, 34, 15, 99 
1611053000, 0, 869, 17, 2, 36, 15, 99 
1611053000, 0, 862, 17, 2, 34, 15, 99 
1611053000, 0, 871, 17, 2, 34, 15, 99 
1611053001, 0, 870, 17, 2, 33, 15, 99 
1611053001, 0, 872, 17, 2, 34, 15, 99 
1611053001, 0, 866, 17, 2, 34, 15, 99 
1611053001, 0, 861, 17, 2, 36, 15, 99 
1611053001, 0, 863, 17, 2, 34, 15, 99 
1611053002, 0, 873, 17, 2, 32, 15, 99 
1611053002, 0, 872, 17, 2, 33, 15, 99 
1611053002, 0, 868, 17, 2, 33, 15, 99 
1611053002, 0, 866, 17, 2, 32, 15, 99 
1611053002, 0, 859, 17, 2, 35, 15, 99 
1611053002, 0, 859, 17, 2, 35, 15, 99 
1611053003, 0, 859, 17, 2, 32, 15, 99 
1611053003, 0, 878, 17, 2, 34, 15, 99 
1611053003, 0, 865, 17, 2, 33, 15, 99 
1611053003, 0, 867, 17, 2, 36, 15, 99 
1611053003, 0, 854, 17, 2, 37, 15, 99 
1611053004, 0, 865, 17, 2, 32, 15, 99 
1611053004, 0, 873, 17, 2, 34, 15, 99 
1611053004, 0, 858, 17, 2, 34, 15, 99 
1611053004, 0, 864, 17, 2, 34, 15, 99 
1611053004, 0, 862, 17, 2, 34, 15, 99 
1611053005, 0, 862, 17, 2, 34, 15, 99 
1611053005, 0, 867, 17, 2, 34, 15, 99 
1611053005, 0, 866, 17, 2, 33, 15, 99 
1611053005, 0, 871, 17, 2, 32, 15, 99 
1611053005, 0, 861, 17, 2, 34, 15, 99 
1611053005, 0, 867, 17, 2, 33, 15, 99 
1611053006, 0, 867, 17, 2, 33, 15, 99 
1611053006, 0, 865, 17, 2, 34, 15, 99 
1611053006, 0, 857, 17, 2, 34, 15, 99 
1611053006, 0, 868, 17, 2, 35, 15, 99 
1611053006, 0, 861, 17, 2, 33, 15, 99 
1611053007, 0, 869, 17, 2, 35, 15, 99 
1611053007, 0, 859, 17, 2, 35, 14, 99 
1611053007, 0, 870, 17, 2, 34, 14, 99 
1611053007, 0, 863, 17, 2, 35, 14, 99 
1611053007, 0, 856, 17, 2, 35, 14, 99 
1611053008, 0, 865, 17, 2, 33, 14, 99 
1611053008, 0, 868, 17, 2, 32, 14, 99 
1611053008, 0, 868, 17, 2, 33, 14, 99 
1611053008, 0, 855, 17, 2, 35, 14, 99 
1611053008, 0, 864, 17, 2, 34, 14, 99 
1611053008, 0, 864, 17, 2, 33, 14, 99 
1611053009, 0, 871, 18, 2, 35, 14, 99 
1611053009, 0, 862, 18, 2, 34, 14, 99 
1611053009, 0, 862, 18, 2, 33, 14, 99 
1611053009, 0, 867, 18, 2, 34, 14, 99 
1611053009, 0, 864, 18, 2, 32, 14, 99 
1611053010, 0, 869, 18, 2, 33, 14, 99 
1611053010, 0, 862, 18, 2, 34, 14, 99 
1611053010, 0, 864, 18, 2, 32, 14, 99 
1611053010, 0, 867, 18, 2, 32, 14, 99 
1611053010, 0, 864, 18, 2, 34, 14, 99 
1611053010, 0, 857, 18, 2, 34, 14, 99 
1611053011, 0, 856, 18, 2, 34, 14, 99 
1611053011, 0, 864, 18, 2, 32, 14, 99 
1611053011, 0, 865, 18, 2, 33, 14, 99 
1611053011, 0, 865, 18, 2, 35, 14, 99 
1611053011, 0, 853, 18, 2, 33, 14, 99 
1611053012, 0, 867, 18, 2, 33, 14, 99 
1611053012, 0, 865, 18, 2, 34, 14, 99 
1611053012, 0, 856, 18, 2, 34, 14, 99 
1611053012, 0, 863, 18, 2, 32, 14, 99 
1611053012, 0, 862, 18, 2, 37, 14, 99 
1611053013, 0, 852, 18, 2, 35, 14, 99 
1611053013, 0, 872, 18, 2, 31, 14, 99 
1611053013, 0, 868, 18, 2, 32, 14, 99 
1611053013, 0, 859, 18, 2, 35, 14, 99 
1611053013, 0, 859, 18, 2, 33, 14, 99 
1611053013, 0, 867, 18, 2, 32, 14, 99 
1611053014, 0, 862, 18, 2, 32, 14, 99 
1611053014, 0, 861, 18, 2, 32, 14, 99 
1611053014, 0, 861, 18, 2, 33, 14, 99 
1611053014, 0, 859, 18, 2, 34, 14, 99 
1611053014, 0, 852, 18, 2, 35, 14, 99 
1611053015, 0, 857, 18, 2, 35, 14, 99 
1611053015, 0, 861, 18, 2, 35, 14, 99 
1611053015, 0, 861, 18, 2, 36, 14, 99 
1611053015, 0, 853, 18, 2, 36, 14, 99 
1611053015, 0, 858, 18, 2, 34, 14, 99 
1611053015, 0, 866, 18, 2, 34, 14, 99 
1611053015, 0, 853, 18, 2, 35, 14, 99 
1611053016, 0, 853, 18, 2, 32, 14, 99 
1611053016, 0, 873, 18, 2, 33, 14, 99 
1611053016, 0, 863, 18, 2, 32, 14, 99 
1611053016, 0, 862, 18, 2, 33, 14, 99 
1611053016, 0, 858, 18, 2, 34, 14, 99 
1611053017, 0, 854, 18, 2, 90, 14, 99 
1611053017, 0, 881, 18, 2, 95, 14, 99 
1611053017, 0, 1496, 18, 2, 0, 14, 99 
1611053017, 0, 1193, 18, 2, 100, 14, 99 
1611053017, 0, 1405, 18, 2, 48, 14, 99 
1611053017, 0, 1633, 18, 2, 8, 14, 99 
1611053018, 0, 1280, 18, 2, 6, 14, 99 
1611053018, 0, 866, 18, 2, 81, 14, 99 
1611053018, 0, 866, 18, 2, 46, 14, 99 
1611053018, 0, 1235, 18, 2, 31, 14, 99 
1611053018, 0, 1323, 18, 2, 29, 14, 99 
1611053019, 0, 1202, 18, 2, 27, 14, 99 
1611053019, 0, 1162, 18, 2, 37, 14, 99 
1611053019, 0, 1156, 18, 2, 35, 14, 99 
1611053019, 0, 1172, 18, 2, 43, 14, 99 
1611053019, 0, 1182, 18, 2, 45, 14, 99 
1611053020, 0, 1234, 18, 2, 27, 14, 99 
1611053020, 0, 1198, 18, 2, 25, 14, 99 
1611053020, 0, 1156, 18, 2, 25, 14, 99 
1611053020, 0, 1093, 18, 2, 26, 14, 99 
1611053020, 0, 1042, 18, 2, 25, 14, 99 
1611053020, 0, 1009, 18, 2, 29, 14, 99 
1611053021, 0, 961, 18, 2, 54, 14, 99 
1611053021, 0, 961, 18, 2, 98, 14, 99 
1611053021, 0, 1159, 18, 2, 47, 14, 99 
1611053021, 0, 1532, 18, 2, 35, 14, 99 
1611053021, 1, 1584, 18, 2, 9, 14, 99 
1611053022, 1, 1516, 18, 2, 10, 14, 99 
1611053022, 1, 1132, 18, 2, 26, 14, 99 
1611053022, 1, 1063, 18, 2, 22, 14, 99 
1611053022, 1, 1006, 18, 2, 21, 14, 99 
1611053022, 1, 954, 18, 2, 22, 14, 99 
1611053023, 1, 894, 18, 2, 25, 14, 99 
1611053023, 1, 830, 18, 2, 39, 14, 99 
1611053023, 1, 810, 19, 2, 37, 14, 99 
1611053023, 0, 883, 19, 2, 28, 14, 99 
1611053023, 0, 837, 19, 2, 40, 14, 99 
1611053023, 0, 832, 19, 2, 41, 14, 99 
1611053024, 0, 832, 19, 2, 34, 14, 99 
1611053024, 0, 866, 19, 2, 36, 14, 99 
1611053024, 0, 857, 19, 2, 38, 14, 99 
1611053024, 0, 853, 19, 2, 38, 14, 99 
1611053024, 0, 853, 19, 2, 72, 14, 99 
1611053025, 0, 840, 19, 2, 53, 14, 99 
1611053025, 0, 1240, 19, 2, 36, 14, 99 
1611053025, 0, 1324, 19, 2, 38, 14, 99 
1611053025, 0, 1298, 19, 2, 40, 14, 99 
1611053025, 0, 1275, 19, 2, 41, 14, 99 
1611053025, 0, 1275, 19, 2, 37, 14, 99 
1611053026, 0, 1268, 19, 2, 32, 14, 99 
1611053026, 0, 1116, 19, 2, 46, 14, 99 
1611053026, 1, 1205, 19, 2, 40, 14, 99 
1611053026, 1, 1235, 19, 2, 40, 14, 99 
1611053026, 1, 1235, 19, 2, 38, 14, 99 
1611053026, 0, 1245, 19, 2, 40, 14, 99 
1611053027, 0, 1279, 19, 2, 38, 14, 99 
1611053027, 0, 1305, 19, 2, 38, 14, 99 
1611053027, 0, 1305, 19, 2, 43, 14, 99 
1611053027, 0, 1286, 19, 2, 43, 14, 99 
1611053027, 0, 1310, 19, 2, 41, 14, 99 
1611053027, 0, 1330, 19, 2, 25, 14, 99 
1611053028, 0, 1351, 19, 2, 22, 14, 99 
1611053028, 0, 1286, 19, 2, 21, 14, 99 
1611053028, 0, 1223, 19, 2, 23, 14, 99 
1611053028, 0, 1157, 19, 2, 30, 14, 99 
1611053028, 0, 1105, 19, 2, 32, 14, 99 
1611053029, 0, 1065, 19, 2, 33, 14, 99 
1611053029, 0, 1010, 19, 2, 35, 14, 99 
1611053029, 0, 996, 19, 2, 30, 14, 99 
1611053029, 0, 955, 19, 2, 30, 14, 99 
1611053029, 0, 923, 19, 2, 31, 14, 99 
1611053029, 0, 885, 19, 2, 90, 14, 99 
1611053030, 0, 885, 19, 2, 79, 14, 99 
1611053030, 0, 1225, 19, 2, 57, 14, 99 
1611053030, 0, 1465, 19, 2, 36, 14, 99 
1611053030, 1, 1474, 19, 2, 6, 14, 99 
1611053030, 2, 1235, 19, 2, 25, 14, 99 
1611053031, 2, 973, 19, 2, 18, 14, 99 
1611053031, 2, 988, 19, 2, 23, 14, 99 
1611053031, 1, 930, 19, 2, 96, 14, 99 
1611053031, 1, 963, 19, 2, 91, 14, 99 
1611053031, 1, 1437, 19, 2, 50, 14, 99 
1611053032, 1, 1473, 19, 2, 47, 14, 99 
1611053032, 1, 1479, 19, 2, 45, 14, 99 
1611053032, 1, 1469, 19, 2, 52, 14, 99 
1611053032, 2, 1469, 19, 2, 59, 14, 99 
1611053032, 2, 1464, 19, 2, 58, 14, 99 
1611053032, 2, 1485, 19, 2, 56, 14, 99 
1611053033, 3, 1480, 19, 2, 58, 14, 99 
1611053033, 4, 1456, 19, 2, 61, 14, 99 
1611053033, 4, 1434, 19, 2, 63, 14, 99 
1611053033, 5, 1425, 19, 2, 66, 14, 99 
1611053033, 6, 1358, 19, 2, 80, 14, 99 
1611053034, 8, 1150, 19, 2, 100, 14, 99 
1611053034, 9, 1036, 19, 2, 92, 14, 99 
1611053034, 11, 1307, 19, 2, 89, 14, 99 
1611053034, 12, 1405, 19, 2, 67, 14, 99 
1611053034, 13, 1540, 20, 2, 61, 14, 99 
1611053034, 14, 1647, 20, 2, 54, 14, 99 
1611053035, 15, 1709, 20, 2, 52, 14, 99 
1611053035, 15, 1709, 20, 2, 54, 14, 99 
1611053035, 16, 1791, 20, 2, 61, 14, 99 
1611053035, 17, 1874, 20, 2, 58, 14, 99 
1611053035, 17, 1941, 20, 2, 44, 14, 99 
1611053036, 18, 1992, 20, 2, 37, 14, 99 
1611053036, 18, 2041, 20, 2, 40, 14, 99 
1611053036, 18, 2068, 20, 2, 40, 14, 99 
1611053036, 18, 2068, 20, 2, 41, 14, 99 
1611053036, 19, 2097, 20, 2, 41, 14, 99 
1611053036, 19, 2125, 20, 2, 43, 14, 99 
1611053037, 19, 2152, 20, 2, 45, 14, 99 
1611053037, 19, 2193, 20, 2, 49, 14, 99 
1611053037, 20, 2193, 20, 2, 50, 14, 99 
1611053037, 20, 2259, 20, 2, 47, 14, 99 
1611053037, 20, 2302, 20, 2, 44, 14, 99 
1611053037, 21, 2347, 20, 3, 35, 14, 99 
1611053038, 21, 2377, 20, 3, 37, 14, 99 
1611053038, 21, 2407, 20, 2, 39, 14, 99 
1611053038, 22, 2420, 20, 2, 39, 14, 99 
1611053038, 22, 2448, 20, 2, 39, 14, 99 
1611053038, 22, 2459, 20, 2, 39, 14, 99 
1611053038, 22, 2459, 20, 2, 39, 14, 99 
1611053039, 22, 2474, 20, 2, 36, 14, 99 
1611053039, 22, 2490, 20, 2, 29, 14, 99 
1611053039, 22, 2479, 20, 2, 21, 14, 99 
1611053039, 22, 2437, 20, 2, 18, 14, 99 
1611053039, 22, 2364, 20, 2, 18, 14, 99 
1611053040, 21, 2410, 20, 2, 24, 14, 99 
1611053040, 21, 2359, 20, 2, 25, 14, 99 
1611053040, 21, 2321, 20, 2, 26, 14, 99 
1611053040, 21, 2284, 20, 2, 25, 14, 99 
1611053040, 20, 2262, 20, 2, 26, 14, 99 
1611053041, 20, 2249, 20, 2, 27, 14, 99 
1611053041, 20, 2244, 20, 2, 26, 14, 99 
1611053041, 20, 2215, 20, 2, 21, 14, 99 
1611053041, 20, 2125, 20, 2, 15, 14, 99 
1611053041, 19, 2125, 20, 2, 7, 14, 99 
1611053041, 19, 2100, 20, 2, 6, 14, 99 
1611053042, 18, 2061, 20, 2, 23, 14, 99 
1611053042, 18, 1953, 20, 2, 24, 14, 99 
1611053042, 17, 2013, 20, 2, 43, 14, 99 
1611053042, 17, 2023, 20, 2, 76, 14, 99 
1611053042, 18, 2032, 20, 2, 68, 14, 99 
1611053043, 19, 2114, 20, 3, 50, 14, 99 
1611053043, 20, 2223, 20, 4, 39, 14, 99 
